RA,CÓDIGO TURMA,TURMA
21029813,NA1BHO1335-15SB,Formação do Sistema Internacional A1-Noturno (São Bernardo)
21029813,NAESHC019-17SB,História do Pensamento Econômico A-Noturno (São Bernardo)
21029813,NAESHC031-17SB,Macroeconomia Pós-Keynesiana A-Noturno (São Bernardo)
11054214,DAESTO016-17SB,Fenômenos de Transporte A-Matutino (São Bernardo)
11054214,DAESTO006-17SA,Materiais e Suas Propriedades A-Matutino (Santo André)
11054214,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André)
11054214,DB1BCS0002-15SA,Projeto Dirigido B1-Matutino (Santo André)
21065813,NBESTO013-17SB,Engenharia Econômica B-Noturno (São Bernardo)
21065813,DABIK0102-15SB,Estrutura da Matéria A-Matutino (São Bernardo)
21065813,NANHH2028-13SB,Filosofia Política A-Noturno (São Bernardo)
21065813,NABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Noturno (São Bernardo)
21072612,NABIS0005-15SB,Bases Computacionais da Ciência A-Noturno (São Bernardo)
21072612,NABIQ0602-15SB,Estrutura e Dinâmica Social A-Noturno (São Bernardo)
21072612,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo)
21089615,NAESZS004-17SB,Aviônica A-Noturno (São Bernardo)
21089615,NAESTS015-17SB,Combustão I A-Noturno (São Bernardo)
21089615,NAESTI003-17SB,Transformadas em Sinais e Sistemas Lineares A-Noturno (São Bernardo)
11023711,NANHT3067-15SA,Análise de Fourier e aplicações A-Noturno (Santo André)
11023711,NANHT3012-15SA,Física do Contínuo A-Noturno (Santo André)
11023711,DANHZ3060-09SA,Nascimento e Desenvolvimento da Ciência Moderna A-Matutino (Santo André)
11023711,NANHT3090-15SA,Práticas de Ensino de Física II A-Noturno (Santo André)
11023711,NANHT3048-15SA,Princípios de Mecânica Quântica A-Noturno (Santo André)
11108712,NAMCTB009-17SB,Cálculo Numérico A-Noturno (São Bernardo)
11108712,DB1BCJ0204-15SB,Fenômenos Mecânicos B1-Matutino (São Bernardo)
11108712,DABCK0103-15SB,Física Quântica A-Matutino (São Bernardo)
11108712,NA2ESTO004-17SB,Instrumentação e Controle A2-Noturno (São Bernardo)
11108712,DBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Matutino (Santo André)
11201722567,NA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (Santo André)
11201722567,NA4BCJ0204-15SA,Fenômenos Mecânicos A4-Noturno (Santo André)
11201722567,NA2BCN0402-15SA,Funções de Uma Variável A2-Noturno (Santo André)
11201722567,NA1BCN0404-15SA,Geometria Analítica A1-Noturno (Santo André)
11084613,NABIK0102-15SA,Estrutura da Matéria A-Noturno (Santo André)
11084613,DAESHT010-17SB,Métodos de Planejamento A-Matutino (São Bernardo)
11084613,NAESHT016-17SB,Oficina de Planejamento e Governança Metropolitana A-Noturno (São Bernardo)
11084613,NAESHT013-17SB,Oficina de Planejamento Macro e Meso Regional A-Noturno (São Bernardo)
11084613,NAESHT021-17SB,Política Urbana A-Noturno (São Bernardo)
11084613,DAESHT023-17SB,Sociologia dos Territórios A-Matutino (São Bernardo)
21033215,NAESHC003-17SB,Desenvolvimento Socioeconômico A-Noturno (São Bernardo)
21033215,DBESHC035-17SB,Econometria I B-Matutino (São Bernardo)
21033215,NAESHC008-17SB,Economia Brasileira Contemporânea II A-Noturno (São Bernardo)
21033215,NAESHC038-17SB,Economia Monetária A-Noturno (São Bernardo)
21080814,NAESHP007-13SB,Federalismo e Políticas Públicas A-Noturno (São Bernardo)
21080814,NAESZP043-14SB,Inovação nos Serviços Públicos A-Noturno (São Bernardo)
21080814,NAESHP026-14SB,"Participação, Movimentos Sociais e Políticas Públicas A-Noturno (São Bernardo)"
21080814,NAESHP027-14SB,Poder Local A-Noturno (São Bernardo)
11042015,NS2BCJ0204-15SA,Fenômenos Mecânicos S2-Noturno (Santo André)
11042015,NABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Noturno (Santo André)
11042015,NAESTA022-17SA,Teoria de Acionamentos Elétricos A-Noturno (Santo André)
11104413,NAESTM004-17SA,Ciência dos Materiais A-Noturno (Santo André)
11104413,DAESHC003-17SB,Desenvolvimento Socioeconômico A-Matutino (São Bernardo)
11104413,DBBHO1101-15SB,Introdução à Economia B-Matutino (São Bernardo)
11104413,DAMCTC002-15SA,Introdução à Neurociência A-Matutino (Santo André)
11104413,NABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Noturno (Santo André)
11201722444,DA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Matutino (Santo André)
11201722444,DA2BCJ0204-15SA,Fenômenos Mecânicos A2-Matutino (Santo André)
11201722444,DA2BCM0504-15SA,Natureza da Informação A2-Matutino (Santo André)
11079216,NA4BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A4-Noturno (Santo André)"
11079216,NABIR0603-15SA,"Ciência, Tecnologia e Sociedade A-Noturno (Santo André)"
11079216,DBBIQ0602-15SA,Estrutura e Dinâmica Social B-Matutino (Santo André)
11079216,NBESTO011-17SA,Fundamentos de Desenho Técnico B-Noturno (Santo André)
11117713,NAMCTB001-17SA,Álgebra Linear A-Noturno (Santo André)
11117713,DAESTE037-17SA,Análise Econômica de Projetos Energéticos A-Matutino (Santo André)
11117713,DAESZG013-17SB,Empreendedorismo A-Matutino (São Bernardo)
11117713,DA1ESTO004-17SB,Instrumentação e Controle A1-Matutino (São Bernardo)
11117713,NAESZG007-17SB,Simulação de Modelos de Gestão A-Noturno (São Bernardo)
11201720368,DA4BCJ0204-15SA,Fenômenos Mecânicos A4-Matutino (Santo André)
11201720368,DA1BCN0402-15SA,Funções de Uma Variável A1-Matutino (Santo André)
11201720368,DA1BCN0404-15SA,Geometria Analítica A1-Matutino (Santo André)
11201720368,DA1BCM0504-15SA,Natureza da Informação A1-Matutino (Santo André)
11112812,NANHZ4068-15SA,Fermentação Industrial A-Noturno (Santo André)
11112812,NANHT5013-15SA,Práticas de Ensino de Ciências e Matemática no Ensino Fundamental A-Noturno (Santo André)
11039515,DBMCTB009-17SA,Cálculo Numérico B-Matutino (Santo André)
11039515,DS2BCJ0204-15SA,Fenômenos Mecânicos S2-Matutino (Santo André)
11039515,DANHI2049-13SA,Lógica Básica A-Matutino (Santo André)
11039515,NAESZI043-17SA,Programação Baseada em Componentes para Jogos A-Noturno (Santo André)
11039515,DA2MCTA028-15SA,Programação Estruturada A2-Matutino (Santo André)
11076313,DAMCZC002-15SB,Bases Neurais da Motricidade A-Matutino (São Bernardo)
11076313,DAESTB007-17SB,Biomecânica I A-Matutino (São Bernardo)
11076313,DAESTB018-17SB,Computação Científica aplicada a Problemas Biológicos A-Matutino (São Bernardo)
11076313,DAESZB021-17SB,Introdução à Engenharia Biomédica A-Matutino (São Bernardo)
11076313,DAMCTC024-15SB,Neuroetologia A-Matutino (São Bernardo)
11076313,NAMCTC022-15SB,Processamento de Sinais Neurais A-Noturno (São Bernardo)
21022712,NBMCTB001-17SA,Álgebra Linear B-Noturno (Santo André)
21022712,NBESZG013-17SB,Empreendedorismo B-Noturno (São Bernardo)
11096311,DA1ESTA004-17SA,Circuitos Elétricos II A1-Matutino (Santo André)
11096311,DAESTO903-17SA,Engenharia Unificada II A-Matutino (Santo André)
11096311,NBESTA010-17SA,Sensores e Transdutores B-Noturno (Santo André)
11201722315,DCBIS0003-15SB,Bases Matemáticas C-Matutino (São Bernardo)
11201722315,DABHO1335-15SB,Formação do Sistema Internacional A-Matutino (São Bernardo)
11201722315,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo)
11201722315,DABHO0001-15SB,Introdução às Humanidades e Ciências Sociais A-Matutino (São Bernardo)
11201722315,DABHP0202-15SB,Pensamento Crítico A-Matutino (São Bernardo)
11201721098,DB2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B2-Matutino (Santo André)
11201721098,DB8BCJ0204-15SA,Fenômenos Mecânicos B8-Matutino (Santo André)
11201721098,DB2BCN0402-15SA,Funções de Uma Variável B2-Matutino (Santo André)
11201721098,DB3BCN0404-15SA,Geometria Analítica B3-Matutino (Santo André)
11201721098,DB2BCM0504-15SA,Natureza da Informação B2-Matutino (Santo André)
11037011,NAESTA017-17SA,Laboratório de Máquinas Elétricas A-Noturno (Santo André)
11037011,NAESTA016-17SA,Máquinas Elétricas A-Noturno (Santo André)
11095212,NBESZG013-17SB,Empreendedorismo B-Noturno (São Bernardo)
11095212,NAESTG014-17SB,Planejamento e Controle da Produção A-Noturno (São Bernardo)
11095212,NAESTG025-17SB,Propriedade Intelectual A-Noturno (São Bernardo)
21043615,DAESHC035-17SB,Econometria I A-Matutino (São Bernardo)
21043615,DAESHC008-17SB,Economia Brasileira Contemporânea II A-Matutino (São Bernardo)
21043615,DAESHC032-17SB,Macroeconomia II A-Matutino (São Bernardo)
21043615,DAESHC031-17SB,Macroeconomia Pós-Keynesiana A-Matutino (São Bernardo)
21043615,DAESHC026-17SB,Microeconomia II A-Matutino (São Bernardo)
11076112,NBESTO008-17SA,Mecânica dos Sólidos I B-Noturno (Santo André)
11076112,NAESTG025-17SB,Propriedade Intelectual A-Noturno (São Bernardo)
11076112,NAESZG007-17SB,Simulação de Modelos de Gestão A-Noturno (São Bernardo)
11028014,DB7BCJ0204-15SA,Fenômenos Mecânicos B7-Matutino (Santo André)
11028014,DB2BCN0404-15SA,Geometria Analítica B2-Matutino (Santo André)
11201721620,DB2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B2-Matutino (Santo André)
11201721620,DB8BCJ0204-15SA,Fenômenos Mecânicos B8-Matutino (Santo André)
11201721620,DB1BCN0402-15SA,Funções de Uma Variável B1-Matutino (Santo André)
11201721620,DB3BCN0404-15SA,Geometria Analítica B3-Matutino (Santo André)
11201721620,DB3BCM0504-15SA,Natureza da Informação B3-Matutino (Santo André)
11201723029,NA2BCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (São Bernardo)
11201723029,NAESHC030-17SB,"Desigualdades de Raça, Gênero e Renda A-Noturno (São Bernardo)"
11201723029,NABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Noturno (São Bernardo)
11201723029,NAESZP034-14SB,Políticas Públicas de Esporte e Lazer A-Noturno (São Bernardo)
21059116,NB2BCN0402-15SB,Funções de Uma Variável B2-Noturno (São Bernardo)
21059116,NAESHC019-17SB,História do Pensamento Econômico A-Noturno (São Bernardo)
21059116,NAESHC020-17SB,História Econômica Geral A-Noturno (São Bernardo)
21059116,NAESHC031-17SB,Macroeconomia Pós-Keynesiana A-Noturno (São Bernardo)
21059116,DSBCM0505-15SB,Processamento da Informação S-Matutino (São Bernardo)
11005508,DAESTB029-17SB,Análise e Controle de Sistemas Mecânicos A-Matutino (São Bernardo)
11005508,NA1ESTI002-17SA,Eletrônica Digital A1-Noturno (Santo André)
11005508,DANHT1058-14SB,Morfofisiologia Humana I A-Matutino (São Bernardo)
11005508,DAMCTC022-15SB,Processamento de Sinais Neurais A-Matutino (São Bernardo)
11005508,NA2ESTA014-17SA,Sistemas CAD/CAM A2-Noturno (Santo André)
11005808,NAESZM033-17SA,Reciclagem e Ambiente A-Noturno (Santo André)
21056316,NBBHO1101-15SB,Introdução à Economia B-Noturno (São Bernardo)
21056316,NAESHP026-14SB,"Participação, Movimentos Sociais e Políticas Públicas A-Noturno (São Bernardo)"
21056316,NAMCTC011-15SB,Psicologia Cognitiva A-Noturno (São Bernardo)
21056316,NAESHR027-14SB,Trajetórias Internacionais do Continente Africano A-Noturno (São Bernardo)
11183209,NAESTA004-17SA,Circuitos Elétricos II A-Noturno (Santo André)
11183209,NA2MCTA028-15SA,Programação Estruturada A2-Noturno (Santo André)
11201722440,DBBHO1335-15SB,Formação do Sistema Internacional B-Matutino (São Bernardo)
11201722440,DBBHO1101-15SB,Introdução à Economia B-Matutino (São Bernardo)
11201722440,DBBHO0001-15SB,Introdução às Humanidades e Ciências Sociais B-Matutino (São Bernardo)
11201722440,DBBHP0202-15SB,Pensamento Crítico B-Matutino (São Bernardo)
11201721174,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo)
11201721174,NBBHO1335-15SB,Formação do Sistema Internacional B-Noturno (São Bernardo)
11201721174,NBBHO1101-15SB,Introdução à Economia B-Noturno (São Bernardo)
11201721174,NBBHO0001-15SB,Introdução às Humanidades e Ciências Sociais B-Noturno (São Bernardo)
11201721174,NBBHP0202-15SB,Pensamento Crítico B-Noturno (São Bernardo)
11015213,NAESTB029-17SB,Análise e Controle de Sistemas Mecânicos A-Noturno (São Bernardo)
11015213,NAESTB018-17SB,Computação Científica aplicada a Problemas Biológicos A-Noturno (São Bernardo)
11015213,NAESTB030-17SB,Física Médica II A-Noturno (São Bernardo)
11015213,NAESTB024-17SB,Modelagem de Sistemas Dinâmicos II A-Noturno (São Bernardo)
11019811,NAESTB007-17SB,Biomecânica I A-Noturno (São Bernardo)
11019811,NAESTA002-17SB,Circuitos Elétricos I A-Noturno (São Bernardo)
11019811,NAESTO016-17SB,Fenômenos de Transporte A-Noturno (São Bernardo)
11019811,NAESTB030-17SB,Física Médica II A-Noturno (São Bernardo)
11019811,NAESTM011-17SA,"Propriedades Elétricas, Magnéticas e Ópticas A-Noturno (Santo André)"
11019811,NAESTO014-17SA,Termodinâmica Aplicada I A-Noturno (Santo André)
11105810,NBESTO903-17SB,Engenharia Unificada II B-Noturno (São Bernardo)
11105810,NAESTO016-17SB,Fenômenos de Transporte A-Noturno (São Bernardo)
11105810,NAESTO014-17SB,Termodinâmica Aplicada I A-Noturno (São Bernardo)
11023713,NAESTS015-17SB,Combustão I A-Noturno (São Bernardo)
11023713,DAESZS032-17SB,Interação Fluido-Estrutura A-Matutino (São Bernardo)
11023713,NAESTO012-17SB,Princípios de Administração A-Noturno (São Bernardo)
11023713,NA1ESTA003-17SB,Sistemas de Controle I A1-Noturno (São Bernardo)
11023713,NAESTI003-17SB,Transformadas em Sinais e Sistemas Lineares A-Noturno (São Bernardo)
21045214,DAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Matutino (São Bernardo)
21045214,DAESHR027-14SB,Trajetórias Internacionais do Continente Africano A-Matutino (São Bernardo)
21009516,NAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Noturno (São Bernardo)
21009516,NAESHR006-13SB,Formação Histórica da América Latina A-Noturno (São Bernardo)
21009516,NAESHR007-14SB,Geografia política A-Noturno (São Bernardo)
21009516,NAESHR011-13SB,Introdução ao Estudo do Direito A-Noturno (São Bernardo)
21009516,DANHZ2098-16SB,Pensamento e Cinema A-Matutino (São Bernardo)
11122214,NAMCTB001-17SA,Álgebra Linear A-Noturno (Santo André)
11122214,NAESTU011-17SA,Planejamento Urbano e Metropolitano A-Noturno (Santo André)
11122214,DAESZU030-17SA,Riscos no Ambiente Urbano A-Matutino (Santo André)
11110615,NAESTM004-17SA,Ciência dos Materiais A-Noturno (Santo André)
11110615,NAESTO016-17SA,Fenômenos de Transporte A-Noturno (Santo André)
11110615,NB2BCK0103-15SA,Física Quântica B2-Noturno (Santo André)
11110615,DANHZ4059-15SA,Indústria de Polímeros A-Matutino (Santo André)
11110615,NAESTM011-17SA,"Propriedades Elétricas, Magnéticas e Ópticas A-Noturno (Santo André)"
11096512,NAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Noturno (São Bernardo)"
11096512,NAESTO016-17SB,Fenômenos de Transporte A-Noturno (São Bernardo)
11096512,DAESTG008-17SB,Gerência de Ativos A-Matutino (São Bernardo)
11096512,NAESTG023-17SB,Organização do Trabalho A-Noturno (São Bernardo)
11096512,NBESTO012-17SB,Princípios de Administração B-Noturno (São Bernardo)
11201723087,NA2BCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (São Bernardo)
11201723087,NA2BCJ0204-15SB,Fenômenos Mecânicos A2-Noturno (São Bernardo)
11201723087,NA2BCN0402-15SB,Funções de Uma Variável A2-Noturno (São Bernardo)
11201723087,NAESTO005-17SB,Introdução às Engenharias A-Noturno (São Bernardo)
11201723087,NA2BCM0504-15SB,Natureza da Informação A2-Noturno (São Bernardo)
11201722814,NB4BCJ0204-15SA,Fenômenos Mecânicos B4-Noturno (Santo André)
11201722814,NB1BCN0402-15SA,Funções de Uma Variável B1-Noturno (Santo André)
11201722814,NB2BCN0404-15SA,Geometria Analítica B2-Noturno (Santo André)
11102316,NBBIR0004-15SA,Bases Epistemológicas da Ciência Moderna B-Noturno (Santo André)
11102316,NB4BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B4-Noturno (Santo André)"
11102316,NB2BCK0103-15SA,Física Quântica B2-Noturno (Santo André)
11102316,NAESTO005-17SA,Introdução às Engenharias A-Noturno (Santo André)
11106316,DSBIS0003-15SA,Bases Matemáticas S-Matutino (Santo André)
11106316,DB5BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B5-Matutino (Santo André)"
11106316,NABIR0603-15SA,"Ciência, Tecnologia e Sociedade A-Noturno (Santo André)"
11106316,NBBIQ0602-15SA,Estrutura e Dinâmica Social B-Noturno (Santo André)
11106316,DBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Matutino (Santo André)
11070616,DB2BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B2-Matutino (Santo André)"
11070616,DBBIQ0602-15SA,Estrutura e Dinâmica Social B-Matutino (Santo André)
11070616,DANHI2049-13SB,Lógica Básica A-Matutino (São Bernardo)
11070616,DBMCTA028-15SA,Programação Estruturada B-Matutino (Santo André)
11056413,DANHT5004-15SA,"Educação Científica, Sociedade e Cultura A-Matutino (Santo André)"
11056413,DA1BCK0103-15SA,Física Quântica A1-Matutino (Santo André)
11056413,NANHT4075-15SA,Físico-Química Experimental A-Noturno (Santo André)
11056413,DANHI5011-13SA,Políticas Educacionais A-Matutino (Santo André)
11056413,DANHT5013-15SA,Práticas de Ensino de Ciências e Matemática no Ensino Fundamental A-Matutino (Santo André)
11039912,DA1ESTG017-17SB,Introdução aos Processos de Fabricação Metal ¿ Mecânico A1-Matutino (São Bernardo)
11039912,DAESTO008-17SA,Mecânica dos Sólidos I A-Matutino (Santo André)
11201723041,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo)
11201723041,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo)
11201723041,NABHO0001-15SB,Introdução às Humanidades e Ciências Sociais A-Noturno (São Bernardo)
11201723041,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo)
11201722869,NA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11201722869,NA4BCJ0204-15SA,Fenômenos Mecânicos A4-Noturno (Santo André)
11201722869,NA2BCN0402-15SA,Funções de Uma Variável A2-Noturno (Santo André)
11201722869,NA1BCN0404-15SA,Geometria Analítica A1-Noturno (Santo André)
11201722869,NA2BCM0504-15SA,Natureza da Informação A2-Noturno (Santo André)
11023614,DANHT4002-13SA,Bioquímica Experimental A-Matutino (Santo André)
11023614,DAESTE034-17SA,Engenharia de Biocombustíveis A-Matutino (Santo André)
11023614,DANHT4049-15SA,Estrutura da Matéria Avançada A-Matutino (Santo André)
11023614,DANHT4075-15SA,Físico-Química Experimental A-Matutino (Santo André)
21072812,DAESHR026-14SB,História do Terceiro Mundo A-Matutino (São Bernardo)
21072812,DAESHR025-14SB,Política Externa Brasileira Contemporânea A-Matutino (São Bernardo)
21072812,DAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Matutino (São Bernardo)
21055915,NANHI2049-13SA,Lógica Básica A-Noturno (Santo André)
21058016,NA3BCL0308-15SB,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A3-Noturno (São Bernardo)"
21058016,DAESTO013-17SB,Engenharia Econômica A-Matutino (São Bernardo)
21058016,NABCK0103-15SB,Física Quântica A-Noturno (São Bernardo)
